year,series,series_id,region,region_id,value,value_normalized
2005,Young people who are not working and not studying (neets),education3,Emilia-Romagna,ITD5,9.9,0.047619
2006,Young people who are not working and not studying (neets),education3,Emilia-Romagna,ITD5,10.1,0.029661
2007,Young people who are not working and not studying (neets),education3,Emilia-Romagna,ITD5,9.7,0.042373
2008,Young people who are not working and not studying (neets),education3,Emilia-Romagna,ITD5,9.7,0.021368
2009,Young people who are not working and not studying (neets),education3,Emilia-Romagna,ITD5,12.6,0.150628
2010,Young people who are not working and not studying (neets),education3,Emilia-Romagna,ITD5,15.6,0.233607
2004,Young people who are not working and not studying (neets),education3,Friuli-Venezia Giulia,ITD4,12.1,0.158103
2005,Young people who are not working and not studying (neets),education3,Friuli-Venezia Giulia,ITD4,11.1,0.095238
2006,Young people who are not working and not studying (neets),education3,Friuli-Venezia Giulia,ITD4,10.7,0.055085
2007,Young people who are not working and not studying (neets),education3,Friuli-Venezia Giulia,ITD4,11.0,0.097458
2008,Young people who are not working and not studying (neets),education3,Friuli-Venezia Giulia,ITD4,12.0,0.119658
2009,Young people who are not working and not studying (neets),education3,Friuli-Venezia Giulia,ITD4,13.7,0.196653
2010,Young people who are not working and not studying (neets),education3,Friuli-Venezia Giulia,ITD4,14.1,0.172131
2004,Young people who are not working and not studying (neets),education3,Lazio,ITE4,17.3,0.363636
2005,Young people who are not working and not studying (neets),education3,Lazio,ITE4,17.5,0.349206
2006,Young people who are not working and not studying (neets),education3,Lazio,ITE4,16.9,0.317797
2007,Young people who are not working and not studying (neets),education3,Lazio,ITE4,15.4,0.283898
2008,Young people who are not working and not studying (neets),education3,Lazio,ITE4,15.0,0.247863
2009,Young people who are not working and not studying (neets),education3,Lazio,ITE4,16.6,0.317992
2010,Young people who are not working and not studying (neets),education3,Lazio,ITE4,18.9,0.368852
2004,Young people who are not working and not studying (neets),education3,Liguria,ITC3,13.6,0.217391
2005,Young people who are not working and not studying (neets),education3,Liguria,ITC3,14.1,0.214286
2006,Young people who are not working and not studying (neets),education3,Liguria,ITC3,13.4,0.169492
2007,Young people who are not working and not studying (neets),education3,Liguria,ITC3,13.6,0.207627
2008,Young people who are not working and not studying (neets),education3,Liguria,ITC3,13.5,0.183761
2009,Young people who are not working and not studying (neets),education3,Liguria,ITC3,13.8,0.200837
2010,Young people who are not working and not studying (neets),education3,Liguria,ITC3,15.6,0.233607
2004,Young people who are not working and not studying (neets),education3,Lombardia,ITC4,11.6,0.138340
2005,Young people who are not working and not studying (neets),education3,Lombardia,ITC4,11.5,0.111111
2006,Young people who are not working and not studying (neets),education3,Lombardia,ITC4,10.7,0.055085
2007,Young people who are not working and not studying (neets),education3,Lombardia,ITC4,10.9,0.093220
2008,Young people who are not working and not studying (neets),education3,Lombardia,ITC4,12.7,0.149573
2009,Young people who are not working and not studying (neets),education3,Lombardia,ITC4,14.3,0.221757
2010,Young people who are not working and not studying (neets),education3,Lombardia,ITC4,15.7,0.237705
2004,Young people who are not working and not studying (neets),education3,Marche,ITE3,12.8,0.185771
2005,Young people who are not working and not studying (neets),education3,Marche,ITE3,13.7,0.198413
2006,Young people who are not working and not studying (neets),education3,Marche,ITE3,12.0,0.110169
2007,Young people who are not working and not studying (neets),education3,Marche,ITE3,11.3,0.110169
2008,Young people who are not working and not studying (neets),education3,Marche,ITE3,13.3,0.175214
2009,Young people who are not working and not studying (neets),education3,Marche,ITE3,16.1,0.297071
2010,Young people who are not working and not studying (neets),education3,Marche,ITE3,14.6,0.192623
2004,Young people who are not working and not studying (neets),education3,Molise,ITF2,21.0,0.509881
2005,Young people who are not working and not studying (neets),education3,Molise,ITF2,20.9,0.484127
2006,Young people who are not working and not studying (neets),education3,Molise,ITF2,19.6,0.432203
2007,Young people who are not working and not studying (neets),education3,Molise,ITF2,19.0,0.436441
2008,Young people who are not working and not studying (neets),education3,Molise,ITF2,19.6,0.444444
2009,Young people who are not working and not studying (neets),education3,Molise,ITF2,19.7,0.447699
2010,Young people who are not working and not studying (neets),education3,Molise,ITF2,20.1,0.418033
2004,Young people who are not working and not studying (neets),education3,Piemonte,ITC1,13.5,0.213439
2005,Young people who are not working and not studying (neets),education3,Piemonte,ITC1,13.3,0.182540
2006,Young people who are not working and not studying (neets),education3,Piemonte,ITC1,12.6,0.135593
2007,Young people who are not working and not studying (neets),education3,Piemonte,ITC1,12.3,0.152542
2008,Young people who are not working and not studying (neets),education3,Piemonte,ITC1,12.5,0.141026
2009,Young people who are not working and not studying (neets),education3,Piemonte,ITC1,15.8,0.284519
2010,Young people who are not working and not studying (neets),education3,Piemonte,ITC1,16.7,0.278689
2004,Young people who are not working and not studying (neets),education3,Puglia,ITF4,29.0,0.826087
2005,Young people who are not working and not studying (neets),education3,Puglia,ITF4,30.8,0.876984
2006,Young people who are not working and not studying (neets),education3,Puglia,ITF4,29.1,0.834746
2007,Young people who are not working and not studying (neets),education3,Puglia,ITF4,28.2,0.826271
2008,Young people who are not working and not studying (neets),education3,Puglia,ITF4,26.9,0.756410
2009,Young people who are not working and not studying (neets),education3,Puglia,ITF4,28.0,0.794979
2010,Young people who are not working and not studying (neets),education3,Puglia,ITF4,28.7,0.770492
2004,Young people who are not working and not studying (neets),education3,Sardegna,ITG2,23.9,0.624506
2005,Young people who are not working and not studying (neets),education3,Sardegna,ITG2,24.4,0.623016
2006,Young people who are not working and not studying (neets),education3,Sardegna,ITG2,24.2,0.627119
2007,Young people who are not working and not studying (neets),education3,Sardegna,ITG2,21.7,0.550847
2008,Young people who are not working and not studying (neets),education3,Sardegna,ITG2,23.9,0.628205
2009,Young people who are not working and not studying (neets),education3,Sardegna,ITG2,27.4,0.769874
2010,Young people who are not working and not studying (neets),education3,Sardegna,ITG2,25.6,0.643443
2004,Young people who are not working and not studying (neets),education3,Sicilia,ITG1,33.4,1.000000
2005,Young people who are not working and not studying (neets),education3,Sicilia,ITG1,33.9,1.000000
2006,Young people who are not working and not studying (neets),education3,Sicilia,ITG1,33.0,1.000000
2007,Young people who are not working and not studying (neets),education3,Sicilia,ITG1,31.7,0.974576
2008,Young people who are not working and not studying (neets),education3,Sicilia,ITG1,32.6,1.000000
2009,Young people who are not working and not studying (neets),education3,Sicilia,ITG1,32.3,0.974895
2010,Young people who are not working and not studying (neets),education3,Sicilia,ITG1,33.5,0.967213
2004,Young people who are not working and not studying (neets),education3,Toscana,ITE1,12.5,0.173913
2005,Young people who are not working and not studying (neets),education3,Toscana,ITE1,12.7,0.158730
2006,Young people who are not working and not studying (neets),education3,Toscana,ITE1,13.2,0.161017
2007,Young people who are not working and not studying (neets),education3,Toscana,ITE1,13.0,0.182203
2008,Young people who are not working and not studying (neets),education3,Toscana,ITE1,12.8,0.153846
2009,Young people who are not working and not studying (neets),education3,Toscana,ITE1,13.0,0.167364
2010,Young people who are not working and not studying (neets),education3,Toscana,ITE1,15.5,0.229508
2004,Young people who are not working and not studying (neets),education3,Trento,ITD2,9.0,0.035573
2005,Young people who are not working and not studying (neets),education3,Trento,ITD2,10.2,0.059524
2006,Young people who are not working and not studying (neets),education3,Trento,ITD2,9.7,0.012712
2007,Young people who are not working and not studying (neets),education3,Trento,ITD2,9.2,0.021186
2008,Young people who are not working and not studying (neets),education3,Trento,ITD2,9.7,0.021368
2009,Young people who are not working and not studying (neets),education3,Trento,ITD2,10.9,0.079498
2010,Young people who are not working and not studying (neets),education3,Trento,ITD2,13.8,0.159836
2004,Young people who are not working and not studying (neets),education3,Umbria,ITE2,12.6,0.177866
2005,Young people who are not working and not studying (neets),education3,Umbria,ITE2,14.0,0.210317
2006,Young people who are not working and not studying (neets),education3,Umbria,ITE2,12.1,0.114407
2007,Young people who are not working and not studying (neets),education3,Umbria,ITE2,12.1,0.144068
2008,Young people who are not working and not studying (neets),education3,Umbria,ITE2,12.9,0.158120
2009,Young people who are not working and not studying (neets),education3,Umbria,ITE2,14.4,0.225941
2010,Young people who are not working and not studying (neets),education3,Umbria,ITE2,15.6,0.233607
2004,Young people who are not working and not studying (neets),education3,Valle d'Aosta,ITC2,12.3,0.166008
2005,Young people who are not working and not studying (neets),education3,Valle d'Aosta,ITC2,10.7,0.079365
2006,Young people who are not working and not studying (neets),education3,Valle d'Aosta,ITC2,11.8,0.101695
2007,Young people who are not working and not studying (neets),education3,Valle d'Aosta,ITC2,11.0,0.097458
2008,Young people who are not working and not studying (neets),education3,Valle d'Aosta,ITC2,11.5,0.098291
2009,Young people who are not working and not studying (neets),education3,Valle d'Aosta,ITC2,14.3,0.221757
2010,Young people who are not working and not studying (neets),education3,Valle d'Aosta,ITC2,14.1,0.172131
2004,Young people who are not working and not studying (neets),education3,Veneto,ITD3,10.4,0.090909
2005,Young people who are not working and not studying (neets),education3,Veneto,ITD3,11.7,0.119048
2006,Young people who are not working and not studying (neets),education3,Veneto,ITD3,11.0,0.067797
2007,Young people who are not working and not studying (neets),education3,Veneto,ITD3,10.1,0.059322
2008,Young people who are not working and not studying (neets),education3,Veneto,ITD3,10.7,0.064103
2009,Young people who are not working and not studying (neets),education3,Veneto,ITD3,12.6,0.150628
2010,Young people who are not working and not studying (neets),education3,Veneto,ITD3,15.7,0.237705
2000,Employment rate in the age group 24-60,employment1,Abruzzo,ITF1,60.6,0.578125
2001,Employment rate in the age group 24-60,employment1,Abruzzo,ITF1,24.7,0.615079
2002,Employment rate in the age group 24-60,employment1,Abruzzo,ITF1,63.6,0.623016
2003,Employment rate in the age group 24-60,employment1,Abruzzo,ITF1,62.5,0.593750
2004,Employment rate in the age group 24-60,employment1,Abruzzo,ITF1,60.7,0.526923
2005,Employment rate in the age group 24-60,employment1,Abruzzo,ITF1,61.6,0.541833
2006,Employment rate in the age group 24-60,employment1,Abruzzo,ITF1,62,0.541502
2007,Employment rate in the age group 24-60,employment1,Abruzzo,ITF1,62,0.536122
2008,Employment rate in the age group 24-60,employment1,Abruzzo,ITF1,63.2,0.581315
2009,Employment rate in the age group 24-60,employment1,Abruzzo,ITF1,60.1,0.503289
2010,Employment rate in the age group 24-60,employment1,Abruzzo,ITF1,59.7,0.498442
2000,Employment rate in the age group 24-60,employment1,Basilicata,ITF5,53.7,0.308594
2001,Employment rate in the age group 24-60,employment1,Basilicata,ITF5,53,0.226190
2002,Employment rate in the age group 24-60,employment1,Basilicata,ITF5,54.2,0.250000
2003,Employment rate in the age group 24-60,employment1,Basilicata,ITF5,54.1,0.265625
2004,Employment rate in the age group 24-60,employment1,Basilicata,ITF5,53.6,0.253846
2005,Employment rate in the age group 24-60,employment1,Basilicata,ITF5,53.7,0.227092
2006,Employment rate in the age group 24-60,employment1,Basilicata,ITF5,54.7,0.252964
2007,Employment rate in the age group 24-60,employment1,Basilicata,ITF5,54,0.231939
2008,Employment rate in the age group 24-60,employment1,Basilicata,ITF5,54,0.262976
2009,Employment rate in the age group 24-60,employment1,Basilicata,ITF5,52.8,0.263158
2010,Employment rate in the age group 24-60,employment1,Basilicata,ITF5,51.3,0.236760
